Domestic existing building stock and tenure split,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,All stock,Owned or share owned share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,,,,,,
,scenario,All,All,All,All,All,All,,,,,,
,year,2020,2020,2020,2020,2020,2020,,,,,,
,sector,Domestic,Domestic,Domestic,Domestic,Domestic,Domestic,,,,,,
,,,,,,,,,,,,,
,LSOA Code,All stock,Owner occupied share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,LAD20NM,CTYUA19CD,CTYUA19NM,LEP20CD,LEP20NM,Licence area
,E01016956,739,0.8731,0.0195,0.1074,0.9311,0.0710,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016957,1273,0.5219,0.0146,0.4634,0.4047,0.0520,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016958,891,0.8551,0.0171,0.1279,0.7935,0.0680,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016959,694,0.8966,0.0145,0.0889,0.8028,0.0660,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016960,903,0.7286,0.0302,0.2413,0.7367,0.0910,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016961,959,0.7904,0.0657,0.1439,0.6414,0.0720,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016962,774,0.8719,0.0259,0.1022,0.8096,0.0710,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016963,1106,0.5177,0.0678,0.4144,0.5383,0.0980,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016964,1140,0.2197,0.2788,0.5015,0.3960,0.1810,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016966,788,0.3559,0.1713,0.4728,0.6220,0.1780,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016967,1109,0.3733,0.0451,0.5816,0.4721,0.1280,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016968,931,0.3268,0.0411,0.6320,0.4834,0.1320,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016969,1151,0.3346,0.1736,0.4918,0.5208,0.1250,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016970,711,0.5532,0.0948,0.3520,0.6883,0.1240,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016971,759,0.3571,0.0741,0.5688,0.6291,0.2380,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016972,691,0.5448,0.0211,0.4341,0.6785,0.1480,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016973,664,0.7423,0.1127,0.1451,0.8694,0.0860,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016974,815,0.6686,0.0666,0.2649,0.7724,0.0960,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016975,655,0.5557,0.2889,0.1554,0.8722,0.1160,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016976,624,0.8571,0.0385,0.1043,0.9262,0.0930,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016977,614,0.6828,0.2120,0.1052,0.8126,0.0970,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016978,760,0.5642,0.2151,0.2207,0.6047,0.0870,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016979,697,0.7600,0.0176,0.2224,0.8226,0.1090,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016980,664,0.7825,0.0456,0.1719,0.7265,0.0790,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016981,661,0.8356,0.0061,0.1583,0.8138,0.0830,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016982,512,0.9056,0.0080,0.0863,0.9789,0.0730,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016983,560,0.8916,0.0037,0.1047,0.8279,0.0680,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016984,603,0.9252,0.0070,0.0678,0.9278,0.0660,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016985,637,0.7268,0.0144,0.2588,0.7598,0.0800,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016986,894,0.5470,0.0761,0.3769,0.4408,0.0870,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016987,797,0.6373,0.0565,0.3062,0.5809,0.1230,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016988,779,0.5265,0.0801,0.3935,0.4900,0.1060,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016989,776,0.5941,0.0914,0.3145,0.5483,0.1160,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016990,758,0.5674,0.1562,0.2764,0.7383,0.0970,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016991,802,0.5894,0.0680,0.3426,0.6949,0.0930,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016992,741,0.8179,0.0182,0.1639,0.7472,0.0950,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016993,769,0.3581,0.4668,0.1751,0.4891,0.0770,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016994,789,0.5959,0.0671,0.3370,0.7064,0.1070,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016995,676,0.7809,0.0154,0.2037,0.7560,0.1110,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016996,793,0.6657,0.0384,0.2959,0.7694,0.0980,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016997,689,0.7575,0.0317,0.2108,0.7189,0.0900,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016998,599,0.9306,0.0068,0.0626,0.9836,0.0690,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01016999,614,0.9156,0.0123,0.0721,0.9183,0.0700,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017000,915,0.7086,0.0858,0.2056,0.6040,0.0620,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017001,598,0.8712,0.0502,0.0786,0.8864,0.0710,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017002,821,0.7028,0.0168,0.2804,0.6356,0.0580,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017003,674,0.7422,0.0492,0.2086,0.7796,0.0770,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017004,715,0.5722,0.0683,0.3595,0.5480,0.1060,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017005,734,0.6783,0.0098,0.3119,0.7381,0.0950,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017006,802,0.6474,0.0197,0.3329,0.6495,0.1030,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017007,719,0.5291,0.3221,0.1488,0.8046,0.1020,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017008,714,0.8746,0.0231,0.1023,0.9493,0.0850,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017009,640,0.7765,0.1426,0.0808,0.9309,0.0860,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017010,732,0.8590,0.0504,0.0906,0.9313,0.0720,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017011,546,0.5028,0.4444,0.0527,0.9542,0.1020,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017012,732,0.7892,0.1068,0.1040,0.9466,0.0810,Brighton and Hove,E06000043,Brighton and Hove,E37000044,Coast to Capital,SPN
,E01017371,588,0.8995,0.0293,0.0713,0.9031,0.0670,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017372,773,0.6862,0.1994,0.1144,0.9192,0.0740,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017373,869,0.8429,0.0696,0.0875,0.8617,0.0700,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017374,685,0.8237,0.0157,0.1606,0.7187,0.0660,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017375,758,0.6620,0.1487,0.1894,0.6515,0.0660,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017376,929,0.7781,0.0530,0.1689,0.8861,0.0660,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017377,745,0.7724,0.1303,0.0974,0.8991,0.0850,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017378,841,0.5175,0.3700,0.1125,0.9071,0.0850,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017379,529,0.5981,0.2096,0.1923,0.6323,0.1070,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017380,580,0.8337,0.0309,0.1354,0.8333,0.0980,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017381,626,0.8734,0.0260,0.1006,0.9326,0.0740,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017382,608,0.6998,0.2339,0.0663,0.9226,0.0860,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017383,929,0.6910,0.0625,0.2465,0.8786,0.0570,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017384,701,0.5567,0.2970,0.1463,0.8204,0.0930,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017385,1087,0.6631,0.0695,0.2674,0.6340,0.0720,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017386,789,0.6759,0.1455,0.1786,0.9537,0.0600,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017387,506,0.8110,0.1319,0.0571,0.9819,0.0700,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017388,939,0.7045,0.1766,0.1189,0.9230,0.0900,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017389,1628,0.7957,0.1245,0.0798,0.6155,0.0460,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017390,1475,0.5968,0.3046,0.0986,0.8620,0.1050,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017391,638,0.6543,0.2732,0.0725,0.8960,0.1080,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017392,740,0.9037,0.0128,0.0835,0.7376,0.0590,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017393,768,0.8279,0.0926,0.0794,0.8497,0.0970,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017394,609,0.7397,0.1284,0.1318,0.9184,0.1080,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017397,754,0.7522,0.0582,0.1896,0.6894,0.1020,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017398,975,0.8391,0.0794,0.0815,0.7462,0.0880,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017399,607,0.7474,0.0772,0.1754,0.6875,0.0480,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017400,677,0.3666,0.5694,0.0640,0.9378,0.0960,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017401,531,0.7011,0.0939,0.2050,0.7387,0.0490,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017402,676,0.8807,0.0168,0.1024,0.9085,0.0770,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017403,642,0.8195,0.0811,0.0993,0.8682,0.0740,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017404,493,0.9473,0.0081,0.0446,0.9473,0.0470,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017405,620,0.8265,0.0098,0.1637,0.9609,0.0560,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017406,964,0.8051,0.0238,0.1712,0.8364,0.0650,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017407,716,0.7695,0.0396,0.1909,0.9210,0.0550,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017408,432,0.8942,0.0048,0.1010,0.8869,0.0770,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017409,526,0.7822,0.1366,0.0812,0.9263,0.1170,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017410,511,0.8000,0.1278,0.0722,0.0000,0.1080,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017411,808,0.7772,0.1042,0.1186,0.0000,0.1000,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017412,623,0.4828,0.1653,0.3519,0.0000,0.1420,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017413,897,0.8712,0.0499,0.0789,0.9290,0.0880,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017414,808,0.7708,0.1569,0.0722,0.8877,0.1030,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017415,817,0.7165,0.1985,0.0851,0.8600,0.0850,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017416,1293,0.7798,0.0845,0.1357,0.6635,0.1110,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017417,1281,0.7956,0.0652,0.1392,0.8171,0.0730,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017418,664,0.6292,0.2769,0.0938,0.8068,0.1100,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017419,639,0.9106,0.0182,0.0712,0.7500,0.0830,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017420,723,0.6425,0.2373,0.1202,0.8495,0.1150,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017421,748,0.7847,0.1530,0.0623,0.7870,0.1210,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017422,663,0.7987,0.1406,0.0607,0.6409,0.1140,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017423,699,0.7121,0.1847,0.1033,0.4610,0.1240,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017424,617,0.7975,0.1232,0.0792,0.4563,0.1130,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017425,493,0.7279,0.1488,0.1233,0.0000,0.1030,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017426,606,0.8240,0.0749,0.1010,0.3728,0.1220,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017427,807,0.6579,0.1905,0.1516,0.8136,0.1230,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017428,719,0.7372,0.1512,0.1116,0.7861,0.0900,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017429,796,0.7600,0.0400,0.2000,0.7735,0.0850,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017430,675,0.6767,0.2183,0.1050,0.8504,0.0990,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017431,760,0.7153,0.0988,0.1858,0.7568,0.0820,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017432,595,0.8655,0.0690,0.0655,0.8701,0.0900,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017433,667,0.3981,0.5355,0.0664,0.8551,0.0970,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017434,715,0.7061,0.1297,0.1643,0.9228,0.0830,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017435,739,0.6045,0.2258,0.1697,0.7943,0.0850,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017436,984,0.8770,0.0224,0.1007,0.9789,0.0460,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017437,838,0.5684,0.2361,0.1955,0.8143,0.0860,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017438,710,0.8179,0.0537,0.1284,0.9030,0.0620,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017439,827,0.7706,0.0759,0.1535,0.8457,0.0750,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017440,839,0.4855,0.3923,0.1222,0.7529,0.0560,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017441,691,0.6452,0.0952,0.2597,0.5424,0.1040,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017442,880,0.8243,0.0823,0.0934,0.8357,0.1050,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017443,723,0.5387,0.0587,0.4026,0.7203,0.0880,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017444,893,0.7172,0.1629,0.1199,0.7148,0.1200,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017445,1227,0.7978,0.0902,0.1120,0.5499,0.0820,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017446,764,0.6722,0.2245,0.1033,0.7916,0.0920,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017447,1050,0.8470,0.0522,0.1008,0.8371,0.0750,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017449,838,0.8128,0.0784,0.1088,0.9022,0.0850,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017450,919,0.8129,0.1062,0.0808,0.8101,0.0940,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017451,623,0.5309,0.1065,0.3625,0.2406,0.1340,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017452,661,0.6248,0.1170,0.2582,0.6554,0.0960,Central Bedfordshire,E06000056,Central Bedfordshire,E37000057,South East Midlands,EPN
,E01017453,631,0.5136,0.4013,0.0851,0.7291,0.0780,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017454,593,0.8520,0.0595,0.0884,1.0000,0.0710,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017455,663,0.8402,0.0369,0.1229,0.9015,0.0950,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017456,668,0.8644,0.0726,0.0631,0.9269,0.0710,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017457,512,0.7105,0.2177,0.0719,0.9822,0.0980,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017458,515,0.8191,0.0837,0.0973,0.9672,0.0620,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017459,606,0.9098,0.0087,0.0815,0.8161,0.0570,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017460,730,0.8585,0.0200,0.1215,0.8916,0.0530,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017461,2148,0.7943,0.1104,0.0954,0.8142,0.0490,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017462,625,0.9347,0.0082,0.0571,0.9639,0.0670,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017463,615,0.8270,0.1231,0.0499,0.9497,0.0790,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017464,585,0.8774,0.0500,0.0726,0.0000,0.1200,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017465,628,0.8279,0.0666,0.1055,0.7536,0.1310,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017466,1092,0.2944,0.1592,0.5464,0.5583,0.1380,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017467,679,0.6150,0.0865,0.2985,0.7381,0.1110,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017468,603,0.7030,0.0201,0.2768,0.9009,0.1130,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017469,1152,0.3789,0.1603,0.4608,0.5833,0.1380,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017470,516,0.7992,0.0159,0.1849,0.9739,0.1000,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017471,915,0.1425,0.4689,0.3886,0.3521,0.0910,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017472,523,0.3725,0.4275,0.2000,0.8984,0.1320,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017473,1427,0.4360,0.1604,0.4037,0.4291,0.1160,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017474,775,0.4506,0.2166,0.3328,0.7866,0.1500,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017475,584,0.6799,0.0723,0.2477,0.9201,0.1170,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017476,564,0.7459,0.0847,0.1694,0.9548,0.1140,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017477,558,0.2548,0.6564,0.0888,0.8972,0.1250,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017478,721,0.7465,0.1295,0.1240,0.4443,0.1170,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017479,595,0.7885,0.0753,0.1362,0.7467,0.0810,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017480,797,0.7895,0.0710,0.1394,0.9103,0.0780,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017481,516,0.7670,0.1485,0.0845,0.9642,0.0890,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017482,632,0.4911,0.2013,0.3076,0.6955,0.1050,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017483,612,0.8067,0.0200,0.1733,0.4208,0.1070,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017484,602,0.4235,0.0835,0.4930,0.5311,0.1250,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
,E01017485,666,0.5563,0.0434,0.4003,0.6754,0.1170,Bedford,E06000055,Bedford,E37000057,South East Midlands,EPN
