Electricity demand for heat (kWh),,,,,,,,,,,,,
"Notes: Data gives all electricity demand for space and hot water heating by LSOA, including new builds and district heating",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,,,,
,E01001534,451883.8842,660793.7943,613102.9064,443427.0152,628389.2587,2438159.464,838778.6681,1897957.908,Enfield,Enfield,London,EPN
,E01001535,710961.5465,852872.8505,818626.0781,704191.1248,818685.9511,2332496.279,1044594.268,1865618.239,Enfield,Enfield,London,EPN
,E01001536,2305044.291,2123583.788,2066220.4,2067706.358,2031049.951,3172180.331,1946522.706,2615029.818,Enfield,Enfield,London,EPN
,E01001537,358682.156,896527.8377,850425.0478,651270.4708,901342.9721,3087208.026,1038634.431,2689800.379,Enfield,Enfield,London,EPN
,E01001538,319923.8637,509996.9682,465258.6257,319977.7489,497361.0245,2103253.758,678537.6208,1704186.597,Enfield,Enfield,London,EPN
,E01001539,311039.5576,509028.7769,457374.4981,317337.6185,499164.8569,2179500.696,734105.5548,1792925.259,Enfield,Enfield,London,EPN
,E01001540,3677872.205,2860024.198,2795167.704,2970535.356,2895712.941,3221168.553,1994965.41,2973876.495,Enfield,Enfield,London,EPN
,E01001541,1177550.926,1095689.652,1049250.233,995038.9284,1130346.94,2172651.99,904958.0791,1908703.974,Enfield,Enfield,London,EPN
,E01001542,1267690.963,1246535.163,1199080.544,1169927.537,1210750.212,2351270.638,1348286.793,1994840.452,Enfield,Enfield,London,EPN
,E01001543,289153.5981,747943.6718,710843.1387,533453.7001,680717.1249,2351140.439,909431.0266,1827072.669,Enfield,Enfield,London,EPN
,E01001544,561154.9842,849363.1732,808834.3562,577873.2191,888947.7414,3728588.703,1013606.4,3082986.256,Enfield,Enfield,London,EPN
,E01001545,1279953.52,1178264.896,1114940.392,1056003.034,1179759.918,2280991.799,954766.4764,1981168.999,Enfield,Enfield,London,EPN
,E01001546,853457.1231,867269.3182,814737.9909,734003.9249,845831.1283,2274635.482,930753.0839,1867681.063,Enfield,Enfield,London,EPN
,E01001547,1217465.981,1279372.803,1227293.23,1126835.979,1238281.788,3071914.751,1416694.576,2469106.454,Enfield,Enfield,London,EPN
,E01001548,883218.949,872661.9694,817473.5269,747445.6456,889356.6583,2211372.017,848631.1255,1895608.668,Enfield,Enfield,London,EPN
,E01001549,4493515.856,3309224.547,3228595.194,3469875.279,3318531.397,3050120.899,1947196.772,2843552.052,Enfield,Enfield,London,EPN
,E01001550,560022.0418,635035.5681,587739.4603,478414.682,630295.7781,2143359.845,671239.2192,1716257.32,Enfield,Enfield,London,EPN
,E01001551,1567014.99,1384150.205,1336651.75,1336113.143,1378062.128,2391010.082,1284380.314,2065921.811,Enfield,Enfield,London,EPN
,E01001552,880736.6137,926596.4061,874586.0855,760504.191,915564.5549,2499452.804,915671.9119,2021419.306,Enfield,Enfield,London,EPN
,E01001553,313819.0883,467881.4186,422689.3347,321219.8624,451571.2298,1813890.73,730211.6155,1475455.701,Enfield,Enfield,London,EPN
,E01001554,708662.8816,1060168.61,1031498.089,1146128.806,1274173.192,2823508.056,2546147.018,3127781.623,Enfield,Enfield,London,EPN
,E01001555,1478591.882,1463900.033,1400038.756,1334249.046,1363995.109,2628958.121,1484085.363,2052326.392,Enfield,Enfield,London,EPN
,E01001556,145991.5154,401535.3999,353586.3929,161696.9391,409686.4407,2113050.162,528415.98,1762758.47,Enfield,Enfield,London,EPN
,E01001557,321234.3336,856089.1466,807697.2373,665302.4324,849482.2504,3984849.387,2614919.776,3618034.596,Enfield,Enfield,London,EPN
,E01001558,2624986.268,2711310.35,2665884.324,2821488.366,2518742.603,4305967.408,4582380.835,3867571.134,Enfield,Enfield,London,EPN
,E01001559,2858622.31,3013112.719,2947392.194,2899916.597,2921274.745,5518173.372,4480223.517,4936260.319,Enfield,Enfield,London,EPN
,E01001560,140098.7545,347944.2817,303248.1031,151423.2096,354235.3819,2005233.104,523291.8668,1652034.392,Enfield,Enfield,London,EPN
,E01001562,1200431.804,1321668.063,1246792.678,942777.7554,1318962.97,2838932.409,792613.5095,2419414.339,Enfield,Enfield,London,EPN
,E01001563,1160823.428,1084689.287,1035486.861,1000324.335,1078401.602,2333301.156,1124206.025,2019979.179,Enfield,Enfield,London,EPN
,E01001564,883890.2507,927656.4164,882896.3139,801028.2392,931888.5464,2330844.238,1026180.236,2005264.024,Enfield,Enfield,London,EPN
,E01001565,876969.914,952458.4275,890528.8768,790916.9602,959305.9444,2446776.921,1008790.816,2137478.324,Enfield,Enfield,London,EPN
,E01001566,1778669.945,1588874.147,1526985.998,1677079.808,1527322.761,2572219.222,1859456.682,2235093.737,Enfield,Enfield,London,EPN
,E01001567,436417.4384,637099.9204,592334.6138,437339.7224,607369.3435,2337971.579,890945.9764,1856241.735,Enfield,Enfield,London,EPN
,E01001568,42805.08259,334743.0067,300100.5305,97241.92576,305784.3121,2210254.776,572025.023,1630717.938,Enfield,Enfield,London,EPN
,E01001569,1795141.888,1732096.41,1675233.946,1661457.124,1651434.078,2918690.412,1923782.977,2411888.691,Enfield,Enfield,London,EPN
,E01001570,471403.7009,715713.0888,654407.9851,481914.6609,715652.2371,2874294.469,993801.1431,2372140.113,Enfield,Enfield,London,EPN
,E01001571,291844.1699,553880.8864,501103.2703,342905.6175,571564.8671,2526695.746,867056.042,2175367.982,Greenwich,Greenwich,London,LPN
,E01001572,643876.9244,769753.0612,716638.63,600108.4877,802583.2146,2695429.75,919578.4186,2351224.053,Greenwich,Greenwich,London,LPN
,E01001573,157167.8396,361634.5037,318064.3901,194511.0626,356606.0734,1733480.363,597189.3291,1440184.696,Greenwich,Greenwich,London,LPN
,E01001574,694185.1435,866349.9396,811145.674,680707.6797,933760.3432,3083572.445,1157525.188,2764093.593,Greenwich,Greenwich,London,LPN
,E01001575,741112.5821,838641.4619,788727.7595,704428.7632,857887.6067,2337286.241,1025547.854,2041585.899,Greenwich,Greenwich,London,LPN
,E01001576,493890.2642,686380.7365,632485.1064,502786.4012,700876.8629,2624852.535,955234.5793,2156537.428,Greenwich,Greenwich,London,LPN
,E01001577,436009.9772,676944.2186,619490.5566,464610.9841,732572.5836,2891643.527,1002243.225,2582183.605,Greenwich,Greenwich,London,LPN
,E01001578,2285840.396,2041430.111,1973714.912,1921450.15,2160002.142,4299629.32,1722072.724,3795429.052,Greenwich,Greenwich,London,LPN
,E01001579,437177.5323,877981.1743,825664.6379,468951.9436,1181481.177,6109458.355,958867.4162,5733822.823,Greenwich,Greenwich,London,LPN
,E01001580,3365784.52,2902870.712,2855059.081,2989971.452,2881575.64,3540209.764,2617913.239,3201928.151,Greenwich,Greenwich,London,LPN
,E01001581,1547740.4,2058743.326,2031500.643,2133759.545,2506218.438,4796090.293,4172925.151,5323712.683,Greenwich,Greenwich,London,LPN
,E01001582,671900.1829,792878.2714,749895.0015,653729.4109,783882.3864,2357212.733,969345.3089,1934469.828,Greenwich,Greenwich,London,LPN
,E01001583,3067957.781,2552603.318,2504103.098,2658926.097,2579709.586,3257109.431,2230213.667,2988475.839,Greenwich,Greenwich,London,LPN
,E01001584,2099539.532,1895237.657,1846104.064,1917190.964,1870435.741,2977942.558,1881448.492,2627869.965,Greenwich,Greenwich,London,LPN
,E01001585,815743.28,1304134.788,1279273.186,1321210.07,1653147.101,3659661.921,3025842.675,4078410.079,Greenwich,Greenwich,London,LPN
,E01001586,2131964.857,1936924.01,1894390.502,1907530.914,2016612.705,3565354.782,1822279.709,3325997.591,Greenwich,Greenwich,London,LPN
,E01001587,3519757.722,3247166.316,3170878.514,3118325.822,3281374.784,6074522.788,2706242.974,5431900.409,Greenwich,Greenwich,London,LPN
,E01001588,2467152.549,2170291.454,2123846.947,2159735.149,2172685.666,3227114.777,1913917.384,2796080.402,Greenwich,Greenwich,London,LPN
,E01001589,1392132.928,1326350.87,1284206.707,1252130.601,1321444.845,2577666.721,1365711.134,2163507.879,Greenwich,Greenwich,London,LPN
,E01001590,1445919.309,1387591.205,1331997.918,1314553.422,1401338.814,2646526.919,1492608.985,2390195.933,Greenwich,Greenwich,London,LPN
,E01001591,1776112.187,1644129.422,1584980.721,1635231.375,1648638.713,2806699.288,1855060.102,2448257.185,Greenwich,Greenwich,London,LPN
,E01001592,1447182.085,1365359.547,1303639.192,1244198.561,1397415.37,2911752.888,1288693.673,2591533.546,Greenwich,Greenwich,London,LPN
,E01001593,754391.1207,932757.8408,873227.5281,751596.898,930686.7044,2784960.053,1165937.007,2363688.363,Greenwich,Greenwich,London,LPN
,E01001594,1353028.67,1260545.603,1206444.748,1205928.558,1328030.704,2581773.605,1304308.051,2449366.057,Greenwich,Greenwich,London,LPN
,E01001595,2836177.39,2640560.539,2602995.388,2705530.167,2472173.92,2558865.144,3048511.896,2094453.946,Greenwich,Greenwich,London,LPN
,E01001596,243091.2339,522039.8186,476530.3726,273036.2961,492133.2073,2518072.036,728115.2564,1931501.18,Greenwich,Greenwich,London,LPN
,E01001597,1488018.322,1405998.217,1365481.088,1313101.839,1417368.657,2939004.756,1296290.481,2464859.129,Greenwich,Greenwich,London,LPN
,E01001598,219697.7982,511989.1785,471683.7908,268253.3577,514738.3096,2701420.081,794430.4269,2175518.489,Greenwich,Greenwich,London,LPN
,E01001599,451496.4758,697523.2221,653870.5165,498138.7776,644821.3844,2421653.818,998037.8923,1850979.54,Greenwich,Greenwich,London,LPN
,E01001600,1000588.51,1028515.902,986872.1544,924709.4609,1006217.647,2232158.037,1126966.124,1881613.764,Greenwich,Greenwich,London,LPN
,E01001601,430334.7027,626440.0537,588752.9001,440904.0267,609810.7234,2231086.731,786119.7593,1769075.297,Greenwich,Greenwich,London,LPN
,E01001602,283405.8568,554865.9608,493502.1182,324058.0548,545000.4374,2600034.105,913633.8912,2110327.024,Greenwich,Greenwich,London,LPN
,E01001603,721789.4862,855284.5662,800946.5377,703252.3317,864356.4,2491461.943,1127035.282,2142051.477,Greenwich,Greenwich,London,LPN
,E01001604,511487.9011,715472.0679,673163.0713,556618.774,686106.8374,2188467.941,943642.2143,1782437.178,Greenwich,Greenwich,London,LPN
,E01001605,407655.812,637649.0608,600688.3345,433576.3637,618464.7035,2576469.42,855299.7255,2059256.471,Greenwich,Greenwich,London,LPN
,E01001606,375871.1871,585350.2088,539280.8031,396415.6224,601485.3686,2348815.132,797960.6828,2015290.615,Greenwich,Greenwich,London,LPN
,E01001607,1292872.595,1442777.787,1393139.073,1311729.313,1428015.307,3268991.071,1705961.263,2884784.399,Greenwich,Greenwich,London,LPN
,E01001608,837935.895,905462.0718,866371.7859,794182.0976,890143.8144,2195099.19,1032505.763,1828593.14,Greenwich,Greenwich,London,LPN
,E01001609,2212752.247,2291790.771,2241851.462,2211000.676,2135078.742,3195671.683,2688264.145,2647489.913,Greenwich,Greenwich,London,LPN
,E01001610,892402.1446,918463.9582,865165.7715,761680.1343,902507.1565,2729290.123,934739.4534,2217724.828,Greenwich,Greenwich,London,LPN
,E01001611,657693.6721,851219.8526,797858.0367,662439.7003,826277.624,2628228.54,1132161.486,2143637.137,Greenwich,Greenwich,London,LPN
,E01001613,2845968.069,2460163.227,2405058.988,2507766.791,2451333.35,3175951.991,2193673.915,2886816.519,Greenwich,Greenwich,London,LPN
,E01001614,504268.0355,770819.1355,735415.6593,529031.4802,787709.5012,3204429.882,989126.9017,2603615.805,Greenwich,Greenwich,London,LPN
,E01001615,3432058.859,3133020.197,3072848.006,3116568.717,3045970.371,4790863.267,2982027.126,3663573.766,Greenwich,Greenwich,London,LPN
,E01001617,1433346.367,1377717.073,1323472.121,1261644.177,1358448.868,2781999.589,1307585.593,2325192.727,Greenwich,Greenwich,London,LPN
,E01001618,500595.078,714250.0695,658246.5508,496350.215,709495.0847,2660025.474,951978.5385,2168161.911,Greenwich,Greenwich,London,LPN
,E01001619,2220045.929,2031121.857,1965992.974,1944344.524,2047410.687,3476966.108,1850076.035,3010440.365,Greenwich,Greenwich,London,LPN
,E01001620,192855.2083,457012.1922,413804.1503,253391.3262,440573.4167,2204770.431,762488.408,1726709.914,Greenwich,Greenwich,London,LPN
,E01001621,892185.7795,957321.8451,905067.6121,802024.4626,915377.2708,2418134.353,1006966.4,1867134.474,Greenwich,Greenwich,London,LPN
,E01001623,2058982.625,1938275.858,1887012.97,1876823.936,1859964.032,2432347.014,1425585.161,2121459.806,Greenwich,Greenwich,London,LPN
,E01001624,66903.40161,373241.5969,317352.4424,115641.5824,247887.0726,1934098.639,439068.3681,1136793.83,Greenwich,Greenwich,London,LPN
,E01001625,750198.5594,848154.1628,806815.1202,695823.2637,839401.244,2519639.195,942059.1187,1983795.993,Greenwich,Greenwich,London,LPN
,E01001629,2016086.738,1832882.235,1772762.745,1810371.088,1862533.23,2930674.074,1942026.59,2684501.476,Greenwich,Greenwich,London,LPN
,E01001631,1820967.65,1695366.83,1637815.115,1707928.253,1657252.584,2616135.745,1857594.809,2188801.722,Greenwich,Greenwich,London,LPN
,E01001632,425778.8299,752111.085,724823.5385,794609.0115,867034.7062,2206766.76,1868279.064,2394633.512,Greenwich,Greenwich,London,LPN
,E01001633,1713899.146,1516411.541,1472713.627,1516553.955,1519515.469,2334614.07,1500983.745,2087076.685,Greenwich,Greenwich,London,LPN
,E01001634,856708.9454,947779.421,898904.5176,834849.3491,948871.2944,2352779.497,1245678.176,1987251.011,Greenwich,Greenwich,London,LPN
,E01001635,514506.4038,661356.2067,608891.0867,509305.9172,655645.2643,2140744.376,927582.9403,1813649.429,Greenwich,Greenwich,London,LPN
,E01001636,843905.3472,1160159.944,1135454.433,1184593.641,1334230.019,2849886.61,2377423.272,3034187.681,Greenwich,Greenwich,London,LPN
,E01001637,1766290.158,1641592.294,1585392.99,1595681.211,1663207.775,2856295.248,1732995.102,2606647.057,Greenwich,Greenwich,London,LPN
,E01001638,891863.314,1158554.541,1134224.598,1298066.448,1316241.404,2535508.087,2537586.36,2855677.086,Greenwich,Greenwich,London,LPN
,E01001640,14610743.29,11609207.95,11509552.29,12495197.03,11562906.84,9469373.151,9599910.161,9009353.935,Greenwich,Greenwich,London,LPN
,E01001641,4293114.768,4001955.634,3949978.137,3948358.089,4251086.463,8792219.533,3859804.006,8481714.633,Greenwich,Greenwich,London,LPN
,E01001642,908222.672,1113752.139,1023754.026,767870.175,866775.0424,2844422.483,680332.4956,1619368.344,Greenwich,Greenwich,London,LPN
,E01001644,7853436.005,6801374.47,6755786.424,7029975.855,6813693.864,7858345.741,7960891.86,8914611.619,Greenwich,Greenwich,London,LPN
,E01001645,544661.245,757559.8761,705360.4539,548590.8914,754519.2079,2865901.826,1017533.321,2298934.555,Greenwich,Greenwich,London,LPN
,E01001646,3617161.333,3013135.715,2925628.125,3077757.105,3008133.242,3794540.479,2580935.249,3356815.038,Greenwich,Greenwich,London,LPN
,E01001647,444017.8069,668905.5055,624514.6452,468013.3301,670761.0733,2678489.947,894554.8364,2164163.769,Greenwich,Greenwich,London,LPN
,E01001648,1506697.453,1486202.238,1441810.587,1407177.076,1498124.771,2956801.106,1524315.079,2545238.359,Greenwich,Greenwich,London,LPN
,E01001649,178675.8454,474335.4276,426372.93,242453.2177,484148.2512,2696753.381,783010.1826,2120643.957,Greenwich,Greenwich,London,LPN
,E01001650,476945.3716,675031.943,623471.8286,488747.154,653069.6901,2398279.464,959302.3998,1923039.318,Greenwich,Greenwich,London,LPN
,E01001651,1085917.897,1100466.881,1048942.423,995300.0705,1110462.865,2510290.407,1311079.527,2185734.18,Greenwich,Greenwich,London,LPN
,E01001652,1801297.655,1668469.858,1622680.514,1636387.947,1645193.315,2616965.094,1670605.559,2259416.017,Greenwich,Greenwich,London,LPN
,E01001653,27652.20061,289054.211,240112.9624,106189.3833,295107.9875,1885228.603,717065.8903,1587401.243,Greenwich,Greenwich,London,LPN
,E01001654,172558.1226,442351.6637,396914.39,226385.6342,492532.2863,2615133.386,740989.6071,2272403.422,Greenwich,Greenwich,London,LPN
,E01001655,737736.7347,890138.2034,839590.2147,675323.9617,1035442.128,3675313.528,1007178.183,3425867.442,Greenwich,Greenwich,London,LPN
,E01001656,921437.8,898309.7669,854705.7906,827996.6205,895676.8863,1904552.516,973372.5647,1679010.821,Greenwich,Greenwich,London,LPN
,E01001657,1467337.858,1557294.2,1513937.154,1458527.499,1519109.697,2876062.619,1603897.568,2413496.906,Greenwich,Greenwich,London,LPN
,E01001658,1486694.86,1415164.288,1361719.595,1345166.707,1397769.298,2483916.676,1367180.751,2184664.974,Greenwich,Greenwich,London,LPN
,E01001659,573303.5815,748325.8432,714707.3644,566789.2078,728565.6681,2404237.948,882999.7776,1888486.201,Greenwich,Greenwich,London,LPN
,E01001660,159737.5186,388430.8911,341797.3131,203636.3072,381529.6683,1957770.965,662853.9269,1591666.801,Greenwich,Greenwich,London,LPN
,E01001661,65770.27427,329350.0361,284376.5774,122225.0981,321611.6955,2043727.92,651960.3939,1638811.36,Greenwich,Greenwich,London,LPN
,E01001662,3563767.801,4394397.988,4332921.261,4393203.296,5203094.766,10298794.17,7835046.312,10538288.22,Greenwich,Greenwich,London,LPN
,E01001664,788915.6497,1859213.393,1775359.102,1522939.935,2066172.296,6153916.898,3947260.995,5386633.465,Greenwich,Greenwich,London,LPN
,E01001665,1719342.439,2092140.455,2056483.052,2181337.774,2615996.85,4867027.508,4022909.494,5500580.385,Greenwich,Greenwich,London,LPN
,E01001666,2374540.054,2354641.131,2314147.881,2355900.098,2294816.046,3322816.802,2866692.303,2850379.574,Greenwich,Greenwich,London,LPN
,E01001667,5124916.47,5725772.44,5374016.289,4503609.132,3986177.652,9874423.176,3577188.916,3138721.919,Greenwich,Greenwich,London,LPN
,E01001668,10100988.21,7456045.038,7343526.948,8059839.82,7441249.467,7020576.494,5100432.987,6373057.918,Greenwich,Greenwich,London,LPN
,E01001669,1402109.902,1333811.129,1269775.548,1215382.112,1366637.091,3013554.725,1389011.446,2652444.573,Greenwich,Greenwich,London,LPN
,E01001671,530503.8828,685641.0689,627652.6895,504767.9327,676136.4127,2376548.98,885538.2683,1960558.468,Greenwich,Greenwich,London,LPN
,E01001672,1552755.358,1428208.91,1376647.942,1349235.83,1391389.854,2618325.715,1455464.688,2181996.679,Greenwich,Greenwich,London,LPN
,E01001673,2855791.768,2501152.754,2448345.664,2557719.449,2486044.621,3252610.635,2426032.26,2931643.853,Greenwich,Greenwich,London,LPN
,E01001674,806748.9584,893976.7291,836247.0067,705589.7152,890465.6015,2782355.855,951121.3516,2279858.607,Greenwich,Greenwich,London,LPN
,E01001675,1410035.453,1280763.43,1231539.015,1209253.11,1280710.87,2545174.383,1243290.716,2168578.943,Greenwich,Greenwich,London,LPN
,E01001676,1533729.14,1312248.634,1267642.863,1303978.644,1318066.673,2112561.315,1310133.711,1921297.078,Greenwich,Greenwich,London,LPN
,E01001677,1191033.575,1173876.424,1122637.211,1074263.255,1164063.854,2551118.095,1242405.917,2163757.019,Greenwich,Greenwich,London,LPN
,E01001678,558753.8752,828388.5956,777274.8624,538922.8216,931911.1918,4048976.4,847187.2026,3562235.925,Greenwich,Greenwich,London,LPN
,E01001679,377312.9196,536549.6769,493174.1348,377200.0591,535030.5709,2033176.677,692268.6768,1664248.623,Greenwich,Greenwich,London,LPN
,E01001680,835980.9037,944222.4643,899042.2294,799422.6436,925854.6385,2501601.911,1058589.773,2033269.284,Greenwich,Greenwich,London,LPN
,E01001681,559439.9112,683132.1726,641966.323,567924.5438,683092.7912,1945740.741,916181.4796,1661565.269,Greenwich,Greenwich,London,LPN
,E01001682,720138.603,804267.9647,764415.3716,678499.5658,799808.3092,2231088.213,905757.1059,1825503.965,Greenwich,Greenwich,London,LPN
,E01001683,552173.6696,912861.7899,888998.8089,939461.0428,1078751.275,2544347.448,2146123.151,2745758.907,Greenwich,Greenwich,London,LPN
,E01001684,622177.4672,710414.7149,663087.4748,552138.8638,705303.1227,2074469.755,768173.0791,1689616.32,Greenwich,Greenwich,London,LPN
