Total heat demand (kWh_th),,,,,,,,,,,,
Notes:,"Figures are for total heat demand in kWh_th of all buildings, including new build ",,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,variable,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,Total_heat demand_kWh,,,,
,scenario,Baseline,Consumer Transformation,System Transformation,Leading the Way,Consumer Transformation,System Transformation,Leading the Way,,,,
,year,2020,2030,2030,2030,2050,2050,2050,,,,
,sector,Combined,Combined,Combined,Combined,Combined,Combined,Combined,,,,
,,,,,,,,,,,,
,LSOA code,Total_heat demand_kWhBaseline2020Combined,Total_heat demand_kWhConsumer Transformation2030Combined,Total_heat demand_kWhSystem Transformation2030Combined,Total_heat demand_kWhLeading the Way2030Combined,Total_heat demand_kWhConsumer Transformation2050Combined,Total_heat demand_kWhSystem Transformation2050Combined,Total_heat demand_kWhLeading the Way2050Combined,LAD20NM,CTYUA19NM,LEP20NM,Licence area
,E01003939,22545126.45,24429899.76,22703182.82,20743632.36,21197713.78,20634636.85,19689831.05,Southwark,Southwark,London,LPN
,E01003940,4151492.641,5592206.167,6593061.288,6462587.11,7634835.889,9858822.39,9808500.866,Southwark,Southwark,London,LPN
,E01003941,6297618.563,8091200.399,9591940.52,9252136.936,10371586.45,13752628.2,13667885.46,Southwark,Southwark,London,LPN
,E01003942,6991897.228,8436765.081,8940118.605,8655672.437,9152230.422,10949234.73,10897645.41,Southwark,Southwark,London,LPN
,E01003943,3691214.371,5023352.747,5912684.99,5799838.703,6865529.18,8861360.331,8816167.18,Southwark,Southwark,London,LPN
,E01003945,11803822.53,11126043.29,11587398.88,10831544.67,10236300.28,10460959.83,10220335.46,Southwark,Southwark,London,LPN
,E01003946,11633196.89,10921446.7,11380761.24,10560943.05,9551571.062,9777490.583,9427988.864,Southwark,Southwark,London,LPN
,E01003947,8259942.248,7505114.305,7746942.394,7369316.784,6827005.591,6940231.155,6770860.534,Southwark,Southwark,London,LPN
,E01003948,11937436.73,11129147.03,11606713.82,10833965.06,9975857.154,10184036.72,9961415.082,Southwark,Southwark,London,LPN
,E01003949,19017367.13,19304109.48,20306733.54,18681331.76,15805024.61,16270163.01,15702265.22,Southwark,Southwark,London,LPN
,E01003950,13445784.31,12316584.36,12744280.18,12122484.52,11792146.96,11990598.58,11777122.23,Southwark,Southwark,London,LPN
,E01003951,10183307.27,9303031.292,9722623.108,8911531.059,7327404.384,7539392.233,7140319.903,Southwark,Southwark,London,LPN
,E01003952,6979742.934,7544164.258,8670603.202,8201750.512,8434866.434,11101080.01,10970613.35,Southwark,Southwark,London,LPN
,E01003953,13139007.01,14272250.2,14676591.37,13802298.32,13166018.96,15706788.66,15524005.99,Southwark,Southwark,London,LPN
,E01003954,4908067.737,5836853.483,6937135.628,6641025.706,7510865.627,9916439.262,9833069.525,Southwark,Southwark,London,LPN
,E01003955,5786075.96,6955092.564,8314191.996,7990840.962,9104586.863,12117222.96,12028605.32,Southwark,Southwark,London,LPN
,E01003956,6593994.497,7235055.96,8370642.328,7913069.436,8196653.635,10851495.68,10732890.74,Southwark,Southwark,London,LPN
,E01003957,9744823.153,9040866.139,9426068.73,8790703.855,8414885.347,8591008.053,8376029.42,Southwark,Southwark,London,LPN
,E01003958,6875735.931,7854861.704,8682984.299,8150581.587,8407253.522,10728952.59,10580140.48,Southwark,Southwark,London,LPN
,E01003960,5867509.672,7705926.871,8776425.314,8467791.045,9570858.083,12194199.03,12090049.76,Southwark,Southwark,London,LPN
,E01003961,6164607.606,7626952.035,9046662.015,8835975.238,10367719.81,13661764.92,13579671.2,Southwark,Southwark,London,LPN
,E01003963,7554621.556,8919743.692,9420977.168,8900298.278,9290658.72,11295791.13,11161541.75,Southwark,Southwark,London,LPN
,E01003964,24622266.25,27793243.22,28829428.97,26732580.75,18743243.43,19240317.27,18243297.51,Southwark,Southwark,London,LPN
,E01003966,5895777.303,6749550.029,7960003.525,7786119.1,8728869.827,11567477.54,11508732.75,Southwark,Southwark,London,LPN
,E01003967,4717488.009,4740906.849,4847890.314,4691954.896,4738635.215,4782206.324,4703234.85,Southwark,Southwark,London,LPN
,E01003968,3899109.041,4928487.896,5749283.463,5672747.742,6726410.4,8633433.585,8616997.168,Southwark,Southwark,London,LPN
,E01003969,10430033.16,11378834.65,12457551.48,11787663.91,11912329.4,14986759.18,14816316.4,Southwark,Southwark,London,LPN
,E01003970,6272653.995,6057165.069,6224221.575,6037228.985,6089171.344,6178601.5,6105345.924,Southwark,Southwark,London,LPN
,E01003971,6733124.99,7906187.759,9095073.461,8948695.92,10346326.99,13034502.61,12993409.38,Southwark,Southwark,London,LPN
,E01003972,11390850.17,13471252.24,13152464.5,12509197.33,12758892.85,14004630.31,13863744.14,Southwark,Southwark,London,LPN
,E01003973,8268445.42,10274229.49,10325427.77,9950250.913,10087807.03,12038772.78,11946853.08,Southwark,Southwark,London,LPN
,E01003974,3945964.415,4841748.928,5559683.469,5473775.251,6449216.03,8080806.356,8064604.162,Southwark,Southwark,London,LPN
,E01003975,2719918.453,5976587.677,6699633.788,6612270.473,6982555.409,8449766.656,8417766.727,Southwark,Southwark,London,LPN
,E01003976,6558041.655,12563483.83,13911621.77,13673927.9,13971508.69,16839604.86,16763402.47,Southwark,Southwark,London,LPN
,E01003977,13100082.96,15057311.22,15814004.63,14723497.13,12146547.43,12650893.46,12202347.66,Southwark,Southwark,London,LPN
,E01003978,20880431.29,27305490.87,28821464.47,27116560,24167402.72,25106325.69,24176116.69,Southwark,Southwark,London,LPN
,E01003979,9724153.066,10396992.31,11703995.94,11164105.38,11216361.32,14317358.88,14173017.67,Southwark,Southwark,London,LPN
,E01003980,13979952.29,14658495.12,15501618.07,14383490.67,11606144.97,12162402.34,11580776.96,Southwark,Southwark,London,LPN
,E01003981,12249115.52,13528222.17,13625985.29,12849074.18,9292352.524,9235185.95,9034905.251,Southwark,Southwark,London,LPN
,E01003983,8829025.198,8397564.49,8602558.047,8368773.212,8580317.712,8697944.763,8588267.669,Southwark,Southwark,London,LPN
,E01003984,13685401.18,13203022.64,13615893.55,12908723.49,11596644.66,11783357.07,11527010.91,Southwark,Southwark,London,LPN
,E01003986,11297593.04,11556498.28,12061127.34,11177356.95,9444661.075,9739765.969,9339331.519,Southwark,Southwark,London,LPN
,E01003987,7472367.24,7801258.992,7900209.865,7619125.478,7610120.164,7667795.48,7561137.554,Southwark,Southwark,London,LPN
,E01003988,24676036.89,25679143.71,27003621.97,24408037.77,16708916.41,17371781.94,16081973.2,Southwark,Southwark,London,LPN
,E01003989,21408030.79,20628172.98,21294306.4,19779187.8,13646935.77,13893267.14,12892745.23,Southwark,Southwark,London,LPN
,E01003990,10213598.43,9635908.636,9900796.307,9526322.83,9343793.752,9485035.75,9291681.675,Southwark,Southwark,London,LPN
,E01003991,3571658.25,4740896.726,5681495.402,5539982.801,6706828.188,8867218.494,8795236.751,Southwark,Southwark,London,LPN
,E01003992,4497705.506,5370439.89,6423279.897,6298086.686,7228884.848,9637467.044,9597762.758,Southwark,Southwark,London,LPN
,E01003993,9170980.486,8456639.554,8769676.676,8405343.28,8024453.45,8212179.665,8059020.137,Southwark,Southwark,London,LPN
,E01003994,9925126.805,11012317.89,11285564.89,10785981.42,11050320.11,13312754.8,13220460.94,Southwark,Southwark,London,LPN
,E01003995,5251871.293,6688308.166,7908412.809,7721923.826,9178875.545,11970931.37,11897896.67,Southwark,Southwark,London,LPN
,E01003997,3657770.876,4697158.991,5523555.159,5351013.435,6390861.132,8263173.895,8192898.432,Southwark,Southwark,London,LPN
,E01003998,5239679.849,6500782.083,7613409.447,7385753.531,8650233.714,11170858.29,11084297.52,Southwark,Southwark,London,LPN
,E01003999,4350458.731,5491612.607,6446925.795,6246970.759,7332504.332,9528055.563,9457422.298,Southwark,Southwark,London,LPN
,E01004000,10975744.5,10169822.06,10532375.16,10022220.25,9800893.378,9999174.41,9809464.632,Southwark,Southwark,London,LPN
,E01004001,11216820.33,12189529.31,12864805.27,11925613.81,9887792.259,10318052.28,9900033.907,Southwark,Southwark,London,LPN
,E01004002,10444804.8,9968918.234,10362390.37,9625412.703,8313160.08,8502334.126,8197559.466,Southwark,Southwark,London,LPN
,E01004003,9545463.569,8747127.776,9081625.143,8667359.951,8100906.059,8339771.676,8112632.863,Southwark,Southwark,London,LPN
,E01004004,19877037.32,20619119.08,21805323.25,19982259.28,16072122.71,16742405.04,15943819.15,Southwark,Southwark,London,LPN
,E01004005,12955082.06,11464413.59,11918685.09,11303579.51,10400674.62,10688343.13,10333228.27,Southwark,Southwark,London,LPN
,E01004006,13887788.8,15827215.8,16230088.7,15149721.76,12411494.09,12625622.19,12265843.44,Southwark,Southwark,London,LPN
,E01004007,6332235.09,6072503.732,6277714.294,6021897.105,6042930.117,6150233.529,6033406.52,Southwark,Southwark,London,LPN
,E01004008,10929218.43,13240374.81,12676850.41,11917852.19,11586250.78,13104496.04,12945242.52,Southwark,Southwark,London,LPN
,E01004010,23668845.03,26429578.26,22423341.84,20126342.44,15030974.08,13464639.01,12976224.77,Southwark,Southwark,London,LPN
,E01004011,8514812.487,10034426.18,10601782.28,10110889.68,10543615.38,12830128.22,12717174.43,Southwark,Southwark,London,LPN
,E01004012,10719074.95,12103624.65,12925185.59,12306170.21,12774688.43,15659409.71,15498550.25,Southwark,Southwark,London,LPN
,E01004013,6362678.256,7337840.659,7882174.484,7533017.233,7827060.534,9726021.146,9621526.055,Southwark,Southwark,London,LPN
,E01004014,7281165.767,9079046.769,9678848.953,9317071.649,10233117.92,12730045.41,12630820.42,Southwark,Southwark,London,LPN
,E01004015,9915423.341,9246850.663,9580778.934,9059424.534,8920752.736,9044327.234,8926277.043,Southwark,Southwark,London,LPN
,E01004016,17266788.36,15899228.89,16551105.46,15344039.1,13264218.9,13565404.96,13029259.53,Southwark,Southwark,London,LPN
,E01004017,10413390.23,9856755.349,10294202.26,9532568.942,8561520.2,8746373.43,8492241.744,Southwark,Southwark,London,LPN
,E01004018,13133225.43,14026900.03,14871130.19,13563879.67,11535952.39,11998763.84,11526945.87,Southwark,Southwark,London,LPN
,E01004019,8116757.627,9070678.873,10536922.83,10091904.47,10935602.94,14239983.42,14116855.5,Southwark,Southwark,London,LPN
,E01004020,10380144.09,9466787.432,9790461.356,9204449.214,7857968.401,7986022.99,7705186.126,Southwark,Southwark,London,LPN
,E01004021,7297301.892,8655761.683,10318103.91,9964119.125,11286983.54,15050751.45,14963147.28,Southwark,Southwark,London,LPN
,E01004022,32439482.81,36429559.57,39051353.61,34920422.28,23406487.14,25157996.37,22877304.27,Southwark,Southwark,London,LPN
,E01004023,9690829.569,9135479.539,9456922.034,8941920.649,8472202.081,8615414.539,8380486.611,Southwark,Southwark,London,LPN
,E01004024,10288630.52,9612067.914,9939255.788,9500565.634,8979024.243,9186283.233,8931768.276,Southwark,Southwark,London,LPN
,E01004027,82038515.12,119789076.7,131860717.1,114415298.4,74111360.4,81226476.88,74119605.9,Southwark,Southwark,London,LPN
,E01004028,4152399.676,15404715.35,15719214.58,15387111.62,12701796.52,13027880.39,12949082.39,Southwark,Southwark,London,LPN
,E01004029,18685674.28,18477595.78,19057167.72,18039058.89,17286092.46,17495557.56,17236070.77,Southwark,Southwark,London,LPN
,E01004030,17448557,23236997.3,24806973.77,22235763.49,15832538.73,16737862.21,15727503.13,Southwark,Southwark,London,LPN
,E01004031,124753447.4,204903744.3,218286455.3,195677449.7,118517758.2,126752988.4,118307782.9,Southwark,Southwark,London,LPN
,E01004032,12107300.85,11903240.9,12448385.13,11649610.49,9616287.926,10009861.91,9582650.604,Southwark,Southwark,London,LPN
,E01004033,32397752.29,37195007.92,39287047.2,36207187.61,29302130.19,30568362.54,29330729.99,Southwark,Southwark,London,LPN
,E01004034,13508922.66,15899915.86,16743866.39,15485673.49,12753083.88,13250784.58,12764772.53,Southwark,Southwark,London,LPN
,E01004035,7029359.996,6544993.368,6781995.024,6582710.795,6573275.734,6749051.732,6637973.647,Southwark,Southwark,London,LPN
,E01004036,7458418.648,8820306.901,9657704.124,9276301.845,9985314.53,12608996.9,12500833.04,Southwark,Southwark,London,LPN
,E01004037,12289303.37,13283207.45,13899157.34,13113500.3,12709035.03,15261124.58,15051904.76,Southwark,Southwark,London,LPN
,E01004038,18650508.83,17028834.08,17637975.69,16588082.67,14501283.91,14830832.82,14274194.44,Southwark,Southwark,London,LPN
,E01004039,11743464.23,11720993,12160291,11523207.87,11440570.13,11643891.47,11451451.49,Southwark,Southwark,London,LPN
,E01004040,16777056.88,20111081.52,20697588.22,19665595.16,16205291.57,16546170.79,16213852.79,Southwark,Southwark,London,LPN
,E01004041,4439672.065,5841704.535,6829977.037,6670533.995,7952599.272,10370065.61,10308602.17,Southwark,Southwark,London,LPN
,E01004042,7451623.512,8655797.304,9693949.763,9342664.087,10115069.88,13064671.97,12946679.68,Southwark,Southwark,London,LPN
,E01004043,8956829.991,9240802.526,9618910.827,8984371.756,8061475.251,8258815.754,7989219.106,Southwark,Southwark,London,LPN
,E01004044,3969763.356,5058826.297,5947029.606,5793478.04,6882599.949,8923487.049,8874571.027,Southwark,Southwark,London,LPN
,E01004045,5083111.731,6113268.954,6844294.531,6640271.575,7308720.32,9445133.814,9391336.295,Southwark,Southwark,London,LPN
,E01004046,9055597.066,8379301.445,8695522.374,8187621.944,7869448.04,8017454.001,7844423.236,Southwark,Southwark,London,LPN
,E01004047,4902910.984,5748806.447,6384619.699,6136734.286,6622660.253,8503948.919,8435822.12,Southwark,Southwark,London,LPN
,E01004048,9534882.666,10188213.15,10568645.73,9846635.316,7676591.103,7860500.336,7582791.188,Southwark,Southwark,London,LPN
,E01004049,13669813.26,12714256.68,13209664.49,12176550.65,7755756.002,8002339.081,7334731.496,Southwark,Southwark,London,LPN
,E01004050,11201870.1,10371795.06,10785993.19,10137269.6,9956506.316,10137019.35,9958303.885,Southwark,Southwark,London,LPN
,E01004051,9007628.783,8620314.281,9085295.386,8316571.453,7074651.387,7292722.3,7001499.804,Southwark,Southwark,London,LPN
,E01004052,6587388.869,7630684.017,8781738.854,8376668.074,9074907.969,11891519.11,11783166.35,Southwark,Southwark,London,LPN
,E01004053,19575495.88,20635254.07,21598938.91,20070614.99,18282538.04,18731058.88,18287952.84,Southwark,Southwark,London,LPN
,E01004054,12779775.73,13238957.86,13715992.82,12774906.39,11138154.4,11346015.8,10985994.35,Southwark,Southwark,London,LPN
,E01004055,7508000.638,7967751.234,8183045.141,7792813.834,6645283.316,6777509.984,6574922.158,Southwark,Southwark,London,LPN
,E01004056,25728999.99,32445791.58,35006531.86,30027658.48,22792277.78,24368264.71,22690854.68,Southwark,Southwark,London,LPN
,E01004057,10284609.61,9861431.779,10212470.29,9650818.568,9451773.359,9648159.557,9397418.131,Southwark,Southwark,London,LPN
,E01004058,19756161.32,19019733.62,19708732.69,18623065.53,18764762.59,19002479.34,18793528.96,Southwark,Southwark,London,LPN
,E01004059,22771400.4,24868398.69,27246269.29,25255473.75,18663538.45,20852056.23,19870190.47,Southwark,Southwark,London,LPN
,E01004060,9329025.827,10306397.41,11770837.34,11422540.23,12717097.62,16001496.1,15911378.63,Southwark,Southwark,London,LPN
,E01004061,7547049.518,8069931.707,9194501.533,8741164.714,8941604.77,11628618.66,11493999.31,Southwark,Southwark,London,LPN
,E01004062,18006601.34,18031126.57,17891865.76,16623052.3,13749402.56,15972699.37,15672447.25,Southwark,Southwark,London,LPN
,E01004063,8880162.077,9248974.812,10499320.26,9970405.86,9949467.523,13001456.97,12857886.24,Southwark,Southwark,London,LPN
,E01004064,12997742.13,14640137.91,15434706.1,14183816.7,11296586.55,11745188.35,11248872.08,Southwark,Southwark,London,LPN
,E01004065,5997166.445,6624463.436,7677244.424,7319280.491,7769057.014,10206600.71,10099548.78,Southwark,Southwark,London,LPN
,E01004066,8072065.09,9314402.338,10270769.28,9648054.466,10444102.57,13229313.68,13086303.18,Southwark,Southwark,London,LPN
,E01004067,26020651.48,31263006.02,25781842.92,23517449.24,18006283.05,15483328.04,15082624.93,Southwark,Southwark,London,LPN
,E01004068,11120362.66,12427812.5,12987603.51,12131842.52,9986605.883,10329013.01,9989238.985,Southwark,Southwark,London,LPN
,E01004069,8955179.189,8190891.851,8608914.929,7824919.746,6539944.981,6754680.407,6395325.847,Southwark,Southwark,London,LPN
,E01004070,11949188,10728809.11,11182307.26,10387053.51,9358286.772,9590533.798,9268072.965,Southwark,Southwark,London,LPN
,E01004071,4455396.149,5370767.918,6432627.014,6198103.836,7092781.923,9460103.451,9390705.12,Southwark,Southwark,London,LPN
,E01004072,9872581.457,9090509.173,9511084.197,8746897.984,7763578.34,7966669.558,7658941.543,Southwark,Southwark,London,LPN
,E01004073,11656264.04,10886800.54,11360033.72,10489894.04,9070638.597,9296605.493,8915648.064,Southwark,Southwark,London,LPN
,E01004074,12529836.62,11499056.95,12008396.75,11047558.4,9376811.686,9641029.44,9205676.807,Southwark,Southwark,London,LPN
,E01004075,11178846.27,10515105.17,11082362.56,10107252.46,8792842.611,9132399.426,8677003.287,Southwark,Southwark,London,LPN
,E01004076,17839327.65,18004446.4,19159848.81,17037799.86,11459246.7,12091404.25,11062121.1,Sutton,Sutton,London,SPN
,E01004077,8407518.614,8037582.016,8412155.214,7792632.575,7797937.929,8005508.928,7747167.38,Sutton,Sutton,London,SPN
,E01004078,9594464.861,9218212.983,9580253.619,8997008.067,9091376.011,9244049.524,9083819.257,Sutton,Sutton,London,SPN
,E01004079,6673426.264,6390514.039,6707527.499,6191598.746,6242445.748,6436678.273,6244834.081,Sutton,Sutton,London,SPN
,E01004080,6766163.34,6463323.486,6784506.81,6264563.687,6243132.662,6459633.495,6240402.527,Sutton,Sutton,London,SPN
,E01004081,4299826.926,5406742.509,6452338.771,6151293.493,7155612.569,9440797.373,9342115.399,Sutton,Sutton,London,SPN
,E01004082,6445123.146,6205464.751,6490236.115,6022194.821,6087631.094,6239016.862,6088720.218,Sutton,Sutton,London,SPN
,E01004083,7133634.729,6667256.077,6919421.086,6559206.631,6459525.311,6627462,6425385.004,Sutton,Sutton,London,SPN
,E01004084,8505692.938,8807472.259,9158977.022,8477156.387,7355242.41,7581119.947,7274978.902,Sutton,Sutton,London,SPN
,E01004085,8351856.168,7972982.542,8353512.865,7687386.483,7315964.907,7559372.379,7267071.08,Sutton,Sutton,London,SPN
,E01004086,12371264.8,11577474.21,12118325,11151248.62,10115503.86,10363324.66,9910387.653,Sutton,Sutton,London,SPN
,E01004087,7375243.439,7056902.929,7413800.242,6829917.551,6849540.959,7090024.318,6848160.108,Sutton,Sutton,London,SPN
,E01004088,9199813.225,8473471.208,8797768.668,8289775.274,7407310.771,7607769.22,7268149.769,Sutton,Sutton,London,SPN
,E01004089,6872963.934,6418187.946,6681099.735,6274838.548,6039789.924,6198437.845,5995940.811,Sutton,Sutton,London,SPN
,E01004090,7681732.811,7137068.455,7418538.028,6997964.716,6714691.005,6859409.578,6655071.11,Sutton,Sutton,London,SPN
,E01004091,9683304.628,11184054.17,11550899.9,10620192.22,8443400.649,8650975.3,8311112.667,Sutton,Sutton,London,SPN
,E01004092,12557838.5,11710969.36,12329549.41,11152585.25,8727934.959,9081888.281,8506769.421,Sutton,Sutton,London,SPN
,E01004093,8536671.213,8112702.742,8487868.408,7876033.776,7839102.12,8082741.333,7766859.456,Sutton,Sutton,London,SPN
,E01004094,11134123.63,10605868.61,11067261.61,10297119.76,10144941.01,10384218.03,10070024.72,Sutton,Sutton,London,SPN
,E01004095,8564494.873,8229928.943,8582271.96,7999730.047,7971879.491,8164135.424,7905600.11,Sutton,Sutton,London,SPN
,E01004096,12743822.8,13077120.56,13592835.99,12872828.37,12829802.16,13060050.24,12861354.37,Sutton,Sutton,London,SPN
,E01004097,8342814.766,8004431.51,8369978.653,7779371.357,7867543.278,8084581.981,7870540.451,Sutton,Sutton,London,SPN
,E01004098,7703289.712,7339709.164,7652467.199,7127359.372,6944293.11,7104405.112,6922933.675,Sutton,Sutton,London,SPN
